EC,LITERATURE,PubMedID
1.1.1.62,287208,7737980
1.1.1.62,740849,27362750
1.1.1.62,760700,30297283
1.1.1.62,740743,25577493
1.1.1.62,762698,30309659
1.1.1.62,760864,28619386
1.1.1.62,761756,30227243
1.1.1.62,670265,16480815
1.1.1.62,687869,17196285
1.1.1.62,672789,16359545
1.1.1.64,724719,23165153
1.1.1.67,722234,21299839
1.1.1.67,741375,25752240
1.1.1.67,712470,20639204
1.1.1.67,763052,33233217
1.1.1.67,667571,12146981
1.1.1.67,740876,N/A
1.1.1.67,686764,18082142
1.1.1.67,711136,19857201
1.1.1.67,287261,10441145
1.1.1.69,761084,29265364
1.1.1.71,726699,24061874
1.1.1.71,735486,23354700
1.1.1.71,761529,28084552
1.1.1.71,"726699,726712","24061874,20418438"
1.1.1.71,726712,20418438
1.1.1.71,738540,26013492
1.1.1.71,287277,8162187
1.1.1.71,"726699,726712","24061874,20418438"
1.1.1.72,712771,20887732
1.1.1.76,737478,26494135
1.1.1.76,761081,28875495
1.1.1.76,737865,25082080
1.1.1.79,760738,32729375
1.1.1.79,737745,24076009
1.1.1.79,761177,28855911
1.1.1.79,688090,18495639
1.1.1.79,667814,16198644
1.1.1.79,685774,18302405
1.1.1.79,684141,17327673
1.1.1.8,740076,26926520
1.1.1.8,287342,14695
1.1.1.8,287331,N/A
1.1.1.8,655936,12689513
1.1.1.80,762621,31301008
1.1.1.81,760546,29223156
1.1.1.81,761180,30233632
1.1.1.81,739674,26865263
1.1.1.81,684141,17327673
1.1.1.82,696461,19555779
1.1.1.82,287428,8665917
1.1.1.85,737729,26731489
1.1.1.85,738685,27137927
1.1.1.85,738239,25497013
1.1.1.85,711150,20735360
1.1.1.85,725437,21697089
1.1.1.85,763696,32968141
1.1.1.85,639156,11297666
1.1.1.85,724976,23421786
1.1.1.85,711511,19897891
1.1.1.85,738195,27590116
1.1.1.85,738191,26847201
1.1.1.85,763032,32412093
1.1.1.85,639161,9532798
1.1.1.85,639158,9237617
1.1.1.85,748065,8550506
1.1.1.85,701046,18854331
1.1.1.85,687442,17389690
1.1.1.85,680429,9023199
1.1.1.85,639164,9003442
1.1.1.85,639159,8901552
1.1.1.85,639155,8535253
1.1.1.85,763739,31249343
1.1.1.85,657223,12082165
1.1.1.85,668635,16797545
1.1.1.86,762924,28975665
1.1.1.86,763172,31298526
1.1.1.86,762676,32745463
1.1.1.86,763188,30921515
1.1.1.86,763730,29739976
1.1.1.86,737785,25446654
1.1.1.86,738219,26876563
1.1.1.86,639177,2189496
1.1.1.86,639174,803501
1.1.1.86,738067,27136273
1.1.1.86,655530,15654896
1.1.1.86,738989,25296650
1.1.1.86,639183,9015391
1.1.1.86,739528,23776225
1.1.1.86,762942,N/A
1.1.1.87,722303,23107040
1.1.1.87,667934,17116397
1.1.1.87,656127,12427751
1.1.1.87,660918,16139794
1.1.1.87,760522,27831491
1.1.1.87,660907,15845397
1.1.1.87,685539,18086528
1.1.1.87,669109,16166541
1.1.1.88,760594,30199631
1.1.1.9,655221,12604239
1.1.1.9,667227,15803389
1.1.1.9,684974,17343568
1.1.1.9,738728,27506274
1.1.1.9,761551,27506274
1.1.1.9,669305,15623532
1.1.1.9,737866,25082263
1.1.1.9,742112,25082263
1.1.1.9,670911,16531240
1.1.1.9,761562,32171656
1.1.1.90,389587,3060114
1.1.1.90,389593,10334943
1.1.1.90,389581,2202600
1.1.1.90,724027,23042182
1.1.1.90,692723,18510336
1.1.1.90,389596,7575097
1.1.1.90,724592,21897026
1.1.1.90,739587,23500723
1.1.1.91,737897,23686719
1.1.1.91,738738,26812656
1.1.1.91,762641,29079624
1.1.1.91,724669,22742413
1.1.1.91,735498,24509923
1.1.1.93,389617,8053675
1.1.1.93,389612,N/A
1.1.1.93,710720,20516620
1.1.1.95,763716,28615699
1.1.1.95,737315,25406093
1.1.1.95,762672,31344342
1.1.1.95,763090,30619878
1.1.1.95,738215,25294608
1.1.1.95,739293,24368794
1.1.1.95,667649,16363798
1.1.1.95,763108,30061906
1.1.1.95,737556,25698123
1.1.1.95,287546,8550422
1.1.1.95,687625,17761677
1.1.1.95,763528,29262655
1.1.1.95,287548,8798520
1.1.1.95,696285,18627175
1.1.1.B19,711517,20834176
1.1.1.B20,761599,N/A
1.1.1.B20,761081,28875495
1.1.1.B20,760817,N/A
1.1.1.B20,721397,23666479
1.1.1.B28,723209,19019146
1.1.1.B3,684583,18456852
1.1.1.B3,697839,19588068
1.1.1.B3,740303,26364768
1.1.1.B38,723732,10892815
1.1.1.B38,760596,29224355
1.1.1.B4,697839,19588068
1.1.1.B4,741784,27495738
1.1.1.B4,684583,18456852
1.1.1.B4,740394,25659628
1.1.1.B4,739942,24788330
1.1.1.B4,721911,23160740
1.1.1.B47,698628,19684143
1.1.1.B51,728943,24507746
1.1.1.B57,727585,20406673
1.1.1.B60,741426,27633501
1.1.1.B64,742112,25082263
1.1.1.B65,743100,N/A
1.1.2.10,756461,31017712
1.1.2.3,743420,27220613
1.1.2.3,654690,14690431
1.1.2.3,743494,26246447
1.1.2.3,696302,19821613
1.1.2.3,722153,21503671
1.1.2.3,696075,7626026
1.1.2.3,348069,8142887
1.1.2.3,685174,17563122
1.1.2.3,348071,8589072
1.1.2.3,348076,10727218
1.1.2.3,348065,N/A
1.1.2.3,685150,17373777
1.1.2.3,348072,7632684
1.1.2.3,348070,N/A
1.1.2.3,348075,9639570
1.1.2.3,"348070,348075",9639570
1.1.2.4,763102,29259615
1.1.2.4,698932,19586914
1.1.2.4,389624,13729965
1.1.2.4,389623,13950255
1.1.2.7,667721,16533029
1.1.2.7,725300,21656818
1.1.2.8,742110,25229857
1.1.2.B5,741228,25679509
1.1.2.B5,739998,27338639
1.1.3.10,741475,N/A
1.1.3.10,711984,20528921
1.1.3.10,724062,21968652
1.1.3.10,697917,19143837
1.1.3.10,712953,20630076
1.1.3.10,687890,18495282
1.1.3.10,699081,19501263
1.1.3.10,655049,14730138
1.1.3.10,741354,N/A
1.1.3.10,696888,19370721
1.1.3.10,696887,19291706
1.1.3.10,741299,24466218
1.1.3.10,724979,23578136
1.1.3.10,712500,20089849
1.1.3.10,712222,20158200
1.1.3.10,741294,25296188
1.1.3.10,741252,26828796
1.1.3.10,696791,19595589
1.1.3.10,762594,29536215
1.1.3.10,696332,19317444
1.1.3.10,695870,19146821
1.1.3.12,724467,23501672
1.1.3.13,762732,30272958
1.1.3.13,762556,N/A
1.1.3.13,762910,30338899
1.1.3.13,763667,29738827
1.1.3.13,762603,31912947
1.1.3.13,762911,30184296
1.1.3.13,672302,16545060
1.1.3.13,741253,26905908
1.1.3.13,684565,17660304
1.1.3.13,685404,18639656
1.1.3.15,685214,18215067
1.1.3.15,389685,3061453
1.1.3.15,389680,8706682
1.1.3.15,389686,N/A
1.1.3.15,698951,19758989
1.1.3.15,677279,16622317
1.1.3.15,440407,7358709
1.1.3.15,763602,33170407
1.1.3.15,684684,17669354
1.1.3.15,671994,15683236
1.1.3.15,389677,9924984
1.1.3.15,389700,5946631
1.1.3.15,440398,8589073
1.1.3.17,654371,15369826
1.1.3.17,762669,29029877
1.1.3.17,711016,20561507
1.1.3.17,655800,15713082
1.1.3.17,654860,12637017
1.1.3.17,654364,14678796
1.1.3.17,724282,20163155
1.1.3.17,762910,30338899
1.1.3.17,654773,15654745
1.1.3.17,698905,19398559
1.1.3.17,740077,26907558
1.1.3.17,712974,N/A
1.1.3.17,677058,17143885
1.1.3.17,689966,17143885
1.1.3.17,740068,25478900
1.1.3.2,746330,9275167
1.1.3.2,744877,26260739
1.1.3.2,746455,27302031
1.1.3.2,744444,8589073
1.1.3.2,744880,25423902
1.1.3.2,745260,8910450
1.1.3.21,685288,18154320
1.1.3.21,287565,3771536
1.1.3.23,389743,2988447
1.1.3.23,389741,4987737
1.1.3.30,762643,29079625
1.1.3.37,725916,21907739
1.1.3.37,10663,8841374
1.1.3.38,10665,8529652
1.1.3.38,10664,9791114
1.1.3.38,656232,15169773
1.1.3.38,10671,10099328
1.1.3.38,655977,10809721
1.1.3.38,763010,17419730
1.1.3.38,657178,10920192
1.1.3.38,655990,10984479
1.1.3.38,655975,10585424
1.1.3.38,655540,10996306
1.1.3.38,763480,29342886
1.1.3.38,"10664,10670","9791114,9654070"
1.1.3.38,740440,27214042
1.1.3.38,10670,9654070
1.1.3.38,"10664,10665","9791114,8529652"
1.1.3.38,"10664,10670","9791114,9654070"
1.1.3.38,763252,28717004
1.1.3.38,655761,11409992
1.1.3.38,762649,32503910
1.1.3.4,695424,N/A
1.1.3.4,389828,8354282
1.1.3.4,743644,25061935
1.1.3.4,726896,10749686
1.1.3.4,655711,22900328
1.1.3.4,654659,12093294
1.1.3.4,725199,22050076
1.1.3.4,743744,23562736
1.1.3.4,743277,24122283
1.1.3.4,746771,21915588
1.1.3.4,763051,31838375
1.1.3.4,763078,33329498
1.1.3.4,762536,29291138
1.1.3.4,742360,N/A
1.1.3.4,389801,182278
1.1.3.4,742144,27641970
1.1.3.4,695717,19784554
1.1.3.4,762806,26280215
1.1.3.4,676974,17084642
1.1.3.4,727055,1932088
1.1.3.4,712533,21040747
1.1.3.4,389835,9546178
1.1.3.4,750656,29312954
1.1.3.4,671400,N/A
1.1.3.4,654780,12765523
1.1.3.41,724072,22231860
1.1.3.41,695424,N/A
1.1.3.41,724756,22213198
1.1.3.46,739781,25713978
1.1.3.46,762568,31373572
1.1.3.47,739768,N/A
1.1.3.47,762847,34134727
1.1.3.47,742493,25639975
1.1.3.47,728965,24802551
1.1.3.47,762844,31528205
1.1.3.47,762530,N/A
1.1.3.47,762649,32503910
1.1.3.47,763111,30984409
1.1.3.47,729040,24271187
1.1.3.47,762843,29507608
1.1.3.47,762753,31676448
1.1.3.50,765689,34583991
1.1.3.6,287670,9428686
1.1.3.6,287674,10447682
1.1.3.6,287676,11359791
1.1.3.6,763712,29180806
1.1.3.6,697914,19843169
1.1.3.6,654343,12051668
1.1.3.6,685245,18410129
1.1.3.6,710711,19923719
1.1.3.6,763627,33104755
1.1.3.6,725743,N/A
1.1.3.6,657224,12082166
1.1.3.6,763212,31750957
1.1.3.6,762731,30125103
1.1.3.6,287672,10194345
1.1.3.7,762853,29785669
1.1.3.7,762528,N/A
1.1.3.7,741720,26452496
1.1.3.7,673566,16999821
1.1.3.7,762839,29532900
1.1.3.7,741696,26162870
1.1.3.7,671834,15813702
1.1.3.7,698931,19574215
1.1.3.7,711137,19891608
1.1.3.7,762847,34134727
1.1.3.7,742493,25639975
1.1.3.7,389848,10606774
1.1.3.7,389842,3060110
1.1.3.7,741306,24752075
1.1.3.7,762530,N/A
1.1.3.7,762844,31528205
1.1.3.7,724349,22834786
1.1.3.7,724224,21375505
1.1.3.7,724757,22271643
1.1.3.7,725449,21940622
1.1.3.7,762649,32503910
1.1.3.7,762744,32653619
1.1.3.7,762753,31676448
1.1.3.7,741721,27138199
1.1.3.8,763679,30112455
1.1.3.9,657234,15047910
1.1.3.9,389861,2820469
1.1.3.9,389879,N/A
1.1.3.9,698492,19290629
1.1.3.9,389874,20059
1.1.3.9,685149,17385891
1.1.3.9,724755,21264996
1.1.3.9,389853,7929198
1.1.3.9,741991,26518347
1.1.3.9,389851,N/A
1.1.3.9,"389868,389872","6890617,7192504"
1.1.3.9,389877,4441089
1.1.3.9,763465,31177409
1.1.3.B5,762539,29888098
1.1.3.B5,763010,17419730
1.1.3.B5,763480,29342886
1.1.5.10,763205,28847921
1.1.5.12,761384,28847921
1.1.5.12,763205,28847921
1.1.5.13,698582,18390652
1.1.5.13,754007,18390652
1.1.5.13,755031,26203119
1.1.5.14,348284,8436220
1.1.5.2,746918,27592307
1.1.5.2,741370,25576305
1.1.5.2,639216,10544015
1.1.5.2,654947,15113562
1.1.5.2,654398,N/A
1.1.5.2,711018,20692227
1.1.5.2,713001,20886312
1.1.5.2,725196,21780841
1.1.5.2,654449,14741705
1.1.5.2,674663,16864586
1.1.5.2,655929,15571780
1.1.5.3,287817,6792201
1.1.5.4,763175,33166455
1.1.5.5,740121,24036413
1.1.5.5,740180,25229857
1.1.5.5,762532,N/A
1.1.5.5,711032,20559622
1.1.5.9,726109,23695009
1.1.5.9,725879,22151971
1.1.5.9,740778,25912449
1.1.5.9,740224,25650345
1.1.5.9,348277,14257587
1.1.5.9,668023,16556981
1.1.9.1,703526,8001568
1.1.9.1,654868,12686148
1.1.98.2,740083,27603793
1.1.98.2,739925,27966048
1.1.98.5,724899,1879431
1.1.99.13,389899,N/A
1.1.99.14,741190,24681750
1.1.99.18,725882,23617537
1.1.99.18,699779,N/A
1.1.99.18,654308,14666391
1.1.99.18,695770,19270118
1.1.99.18,762557,34306835
1.1.99.18,763444,33407462
1.1.99.18,741952,22484439
1.1.99.18,725852,22471986
1.1.99.18,654237,14714477
1.1.99.18,701028,N/A
1.1.99.18,656155,12796496
1.1.99.18,724450,22484439
1.1.99.18,287779,8434950
1.1.99.18,287784,10328816
1.1.99.18,741844,9461557
1.1.99.18,287783,N/A
1.1.99.18,287782,9578598
1.1.99.18,389755,8369336
1.1.99.18,740260,24211370
1.1.99.18,287787,11282631
1.1.99.18,654697,12680758
1.1.99.18,762921,N/A
1.1.99.18,763471,31154590
1.1.99.18,740968,28245812
1.1.99.18,389756,N/A
1.1.99.18,724883,23199740
1.1.99.18,740928,N/A
1.1.99.18,739935,22940800
1.1.99.18,724019,22729546
1.1.99.18,762686,34132850
1.1.99.18,725138,N/A
1.1.99.18,724005,21216904
1.1.99.18,740485,27199949
1.1.99.18,763210,29418014
1.1.99.18,739884,26003328
1.1.99.18,713463,20709172
1.1.99.18,741755,8434950
1.1.99.18,655002,11676020
1.1.99.18,763637,33063604
1.1.99.18,287785,11063597
1.1.99.18,740435,25913436
1.1.99.18,699780,N/A
1.1.99.18,"287787,699780",11282631
1.1.99.18,695845,19506859
1.1.99.2,741137,26203119
1.1.99.20,725161,23306149
1.1.99.21,741426,27633501
1.1.99.28,10900,3745122
1.1.99.29,739926,27995309
1.1.99.29,740138,24970179
1.1.99.29,741303,24614932
1.1.99.29,741362,26616098
1.1.99.29,710969,19888575
1.1.99.29,724070,22080342
1.1.99.29,740401,28193332
1.1.99.29,695788,N/A
1.1.99.29,724043,19768457
1.1.99.31,667566,10433701
1.1.99.31,667567,10955993
1.1.99.31,667572,12369819
1.1.99.31,667577,15311930
1.1.99.31,678128,14967029
1.1.99.31,667564,8241149
1.1.99.31,667455,8439280
1.1.99.31,667575,14596603
1.1.99.31,667565,10493804
1.1.99.31,"667572,667577","12369819,15311930"
1.1.99.31,669259,14604988
1.1.99.31,695329,19465768
1.1.99.31,667457,8110205
1.1.99.31,667458,9639569
1.1.99.32,740183,25721692
1.1.99.35,639216,10544015
1.1.99.35,654398,N/A
1.1.99.35,762923,N/A
1.1.99.38,687282,18001019
1.1.99.38,685280,18672902
1.1.99.39,698932,19586914
1.1.99.39,763643,28827360
1.1.99.39,763256,30131334
1.1.99.39,762735,33301690
1.1.99.40,740757,26774271
1.1.99.42,745235,18216065
1.1.99.42,745236,19218190
1.1.99.42,744475,17868768
1.1.99.9,287852,3533935
1.1.99.B3,740204,24119501
1.1.99.B3,685689,18323642
1.1.99.B3,698829,18768475
1.1.99.B3,724616,21455933
1.1.99.B3,741429,27869125
1.1.99.B3,743824,27869125
1.1.99.B3,741237,25932926
1.1.99.B6,712363,18544530
1.10.3.1,675458,N/A
1.10.3.1,674142,17263494
1.10.3.1,686666,17651437
1.10.3.1,673090,N/A
1.10.3.1,440432,10069382
1.10.3.1,657987,12693934
1.10.3.1,686692,18279382
1.10.3.1,675076,16010551
1.10.3.15,674768,16282322
1.10.3.2,671391,17013550
1.10.3.2,764876,31505206
1.10.3.2,764741,34054745
1.10.3.2,697913,19780817
1.10.3.2,696090,18307408
1.10.3.2,695839,19455326
1.10.3.2,697663,N/A
1.10.3.2,697665,N/A
1.10.3.2,696911,19221878
1.10.3.2,684624,17805527
1.10.3.2,684645,18330561
1.10.3.2,688328,18467859
1.10.3.2,765170,34064437
1.10.3.2,765710,32315700
1.10.3.2,764898,30991752
1.10.3.2,764870,30268749
1.10.3.2,764932,35008493
1.10.3.2,764610,34116754
1.10.3.2,764369,33146857
1.10.3.2,684626,17955194
1.10.3.2,725731,N/A
1.10.3.2,725936,23076537
1.10.3.2,725935,23073779
1.10.3.2,726425,22996391
1.10.3.2,724417,20056172
1.10.3.2,726532,22806800
1.10.3.2,724013,22210206
1.10.3.2,726411,N/A
1.10.3.2,711500,20716485
1.10.3.2,712644,20473548
1.10.3.2,724662,21266052
1.10.3.2,725302,23775771
1.10.3.2,726424,23081836
1.10.3.2,726434,23220637
1.10.3.2,712724,20668399
1.10.3.2,726416,N/A
1.10.3.2,743750,26626349
1.10.3.2,743704,N/A
1.10.3.2,743712,N/A
1.10.3.2,743658,24710109
1.10.3.2,742013,25778839
1.10.3.2,742638,26040112
1.10.3.2,743786,N/A
1.10.3.2,741664,25434183
1.10.3.2,741648,25820450
1.10.3.2,743727,28482039
1.10.3.2,742374,N/A
1.10.3.2,742954,27059481
1.10.3.2,743888,24178808
1.10.3.2,743577,26010258
1.10.3.2,743661,24871763
1.10.3.2,743080,28376610
1.10.3.2,743078,25876603
1.10.3.2,742692,27793681
1.10.3.2,743116,N/A
1.10.3.2,743279,27771851
1.10.3.2,743711,N/A
1.10.3.2,743648,25356987
1.10.3.2,747393,29063287
1.10.3.2,747726,15999224
1.10.3.2,674035,15769520
1.10.3.2,674926,16680453
1.10.3.2,676943,16368720
1.10.3.2,655362,N/A
1.10.3.2,671403,N/A
1.10.3.2,671510,15647930
1.10.3.2,655375,N/A
1.10.3.2,671552,17186237
1.10.3.2,656736,15347764
1.10.3.2,675042,N/A
1.10.3.2,673816,15941663
1.10.3.2,654310,14600793
1.10.3.2,654297,12664149
1.10.3.2,655386,N/A
1.10.3.2,655898,12872309
1.10.3.2,656847,21148825
1.10.3.2,655374,N/A
1.10.3.2,762772,33535124
1.10.3.2,763449,28749328
1.10.3.2,762721,21142169
1.10.3.2,762693,23337502
1.10.3.2,687819,17957391
1.10.3.2,746372,27050199
1.10.3.2,726713,19966030
1.10.3.2,742682,25192855
1.10.3.2,742679,24877646
1.10.3.2,742104,28161622
1.10.3.2,655377,N/A
1.10.3.2,671404,N/A
1.10.3.2,764221,33588000
1.10.3.2,743016,N/A
1.10.3.2,765102,32056499
1.10.3.2,675235,16959319
1.10.3.2,698284,19576986
1.10.3.2,685044,18031270
1.10.3.3,439931,7945293
1.10.3.3,699504,19412602
1.10.3.3,743057,N/A
1.10.3.3,439910,2604732
1.10.3.3,439932,N/A
1.10.3.3,439889,N/A
1.10.3.4,674768,16282322
1.10.3.9,741969,25800682
1.10.5.1,394377,9367528
1.10.5.1,671708,16129418
1.11.1.1,395331,199166
1.11.1.1,395346,7819235
1.11.1.1,395344,10956025
1.11.1.1,395329,13416259
1.11.1.10,686988,N/A
1.11.1.10,686099,18439646
1.11.1.10,712791,N/A
1.11.1.10,657685,15850562
1.11.1.10,695865,18823932
1.11.1.10,765465,34000929
1.11.1.10,348315,7240190
1.11.1.10,725151,N/A
1.11.1.10,741781,26926259
1.11.1.10,699596,N/A
1.11.1.11,726123,23809633
1.11.1.11,696216,18771292
1.11.1.11,685400,18342641
1.11.1.11,439871,9672748
1.11.1.11,655435,12084058
1.11.1.11,688913,17899442
1.11.1.11,764871,30408454
1.11.1.11,743788,N/A
1.11.1.11,689240,17635221
1.11.1.11,724680,N/A
1.11.1.11,711139,20015051
1.11.1.11,686710,18167143
1.11.1.11,"684930,686710","18539135,18167143"
1.11.1.11,684930,18539135
1.11.1.11,"684930,686710","18539135,18167143"
1.11.1.11,655789,15584761
1.11.1.11,713299,20619666
1.11.1.11,"684930,686710","18539135,18167143"
1.11.1.11,"684930,686710","18539135,18167143"
1.11.1.11,439873,9860877
1.11.1.12,394878,7851631
1.11.1.12,764227,29883798
1.11.1.13,686451,N/A
1.11.1.13,699016,19578878
1.11.1.13,763871,30019324
1.11.1.13,742150,25788979
1.11.1.13,439841,12070683
1.11.1.13,764473,30290081
1.11.1.13,764875,31226373
1.11.1.13,660488,12437216
1.11.1.13,439840,10729203
1.11.1.13,439852,9100022
1.11.1.13,439823,1592808
1.11.1.13,439839,11106414
1.11.1.13,658331,14524699
1.11.1.13,658572,N/A
1.11.1.13,765706,29305178
1.11.1.13,725123,22435143
1.11.1.13,439826,2306104
1.11.1.13,439853,10835231
1.11.1.13,439846,8899997
1.11.1.14,763987,30302519
1.11.1.14,742684,25478960
1.11.1.14,687889,18514942
1.11.1.14,687879,17961781
1.11.1.14,723983,N/A
1.11.1.14,"687879,687889","17961781,18514942"
1.11.1.14,724482,22586704
1.11.1.14,394603,9624124
1.11.1.14,744553,28912833
1.11.1.14,394605,9498823
1.11.1.14,723987,23330392
1.11.1.14,703468,N/A
1.11.1.14,701072,19505579
1.11.1.16,685203,18201105
1.11.1.16,394603,9624124
1.11.1.16,724882,23199738
1.11.1.16,724642,22566208
1.11.1.16,725499,23071108
1.11.1.16,763987,30302519
1.11.1.16,724232,21980920
1.11.1.16,741480,N/A
1.11.1.16,743092,N/A
1.11.1.16,664488,14735217
1.11.1.16,742943,24631722
1.11.1.16,741701,27129968
1.11.1.16,725465,22308037
1.11.1.16,711494,20236822
1.11.1.16,665470,10187820
1.11.1.16,663683,10508113
1.11.1.16,724482,22586704
1.11.1.16,672267,17198376
1.11.1.16,704630,19158088
1.11.1.16,666061,16246366
1.11.1.16,688436,N/A
1.11.1.18,765465,34000929
1.11.1.19,710921,10049859
1.11.1.19,741651,27106285
1.11.1.19,764658,33369202
1.11.1.19,764461,30945782
1.11.1.19,742940,28089379
1.11.1.19,764925,34445389
1.11.1.19,741485,N/A
1.11.1.19,765425,32230972
1.11.1.19,764263,34572604
1.11.1.19,764920,33807844
1.11.1.19,765169,33922393
1.11.1.19,764354,34059116
1.11.1.19,764931,35008837
1.11.1.19,741773,25743546
1.11.1.19,764924,34200865
1.11.1.19,741854,25495127
1.11.1.19,724033,23666335
1.11.1.19,742882,26205819
1.11.1.19,710965,19756587
1.11.1.19,741578,28831735
1.11.1.19,741919,26431465
1.11.1.19,743731,25153532
1.11.1.19,742684,25478960
1.11.1.19,742674,28813685
1.11.1.19,764888,34687768
1.11.1.19,764961,33428421
1.11.1.19,710967,19967355
1.11.1.19,695785,19801472
1.11.1.19,764030,32971035
1.11.1.19,765203,33756393
1.11.1.19,765416,30934796
1.11.1.19,741772,25655348
1.11.1.19,723971,22161141
1.11.1.19,713479,17654547
1.11.1.20,687797,18006499
1.11.1.21,714795,16315359
1.11.1.21,714144,10801338
1.11.1.21,715431,9395452
1.11.1.21,713946,18178143
1.11.1.21,685401,18413236
1.11.1.21,741909,25674665
1.11.1.21,714015,15147967
1.11.1.21,688196,18635265
1.11.1.21,725649,23018273
1.11.1.21,654365,14678798
1.11.1.21,724466,23084782
1.11.1.21,724122,22705398
1.11.1.21,654206,12543676
1.11.1.21,716867,17063492
1.11.1.21,715014,17217949
1.11.1.21,654755,15134453
1.11.1.21,654706,12731870
1.11.1.21,764015,29305053
1.11.1.21,714890,12603334
1.11.1.21,714328,20026288
1.11.1.21,743881,N/A
1.11.1.21,741929,27293030
1.11.1.21,715806,9291321
1.11.1.21,714389,10543446
1.11.1.21,725487,22822072
1.11.1.21,696108,19000033
1.11.1.21,714013,9207193
1.11.1.21,439783,9006925
1.11.1.21,743032,27016935
1.11.1.21,743763,25663126
1.11.1.23,702244,18656958
1.11.1.24,687610,17644813
1.11.1.24,712427,20335172
1.11.1.24,673665,16938293
1.11.1.24,711784,20381631
1.11.1.24,713425,20304799
1.11.1.24,689812,18165315
1.11.1.24,764671,32557576
1.11.1.24,656408,15333640
1.11.1.24,656291,15507457
1.11.1.24,656749,12946843
1.11.1.24,689642,17881238
1.11.1.24,764883,33259843
1.11.1.24,725504,23095744
1.11.1.24,754009,19820102
1.11.1.24,655661,12446214
1.11.1.25,752511,22866991
1.11.1.25,656927,15032877
1.11.1.26,764731,31338075
1.11.1.26,755812,28375740
1.11.1.28,754057,10766746
1.11.1.28,754090,20463026
1.11.1.5,724658,23895311
1.11.1.5,724008,21742904
1.11.1.5,741815,24291498
1.11.1.5,702227,19061385
1.11.1.5,394616,5845850
1.11.1.5,394634,N/A
1.11.1.5,394633,11737210
1.11.1.5,394626,9325424
1.11.1.5,741922,26575087
1.11.1.5,705165,19735665
1.11.1.5,664810,9851688
1.11.1.5,660372,15071191
1.11.1.6,685401,18413236
1.11.1.6,726446,21998098
1.11.1.6,688196,18635265
1.11.1.6,684190,18007045
1.11.1.6,439802,374409
1.11.1.6,654365,14678798
1.11.1.6,439801,N/A
1.11.1.6,655845,12029047
1.11.1.6,712524,21317031
1.11.1.6,725581,21978604
1.11.1.6,743006,N/A
1.11.1.6,439772,12033445
1.11.1.6,697068,18923550
1.11.1.6,763840,30289408
1.11.1.6,439788,8302290
1.11.1.6,655297,12520360
1.11.1.6,655112,12892493
1.11.1.6,439773,11421814
1.11.1.6,695720,N/A
1.11.1.7,742340,28695933
1.11.1.7,659979,N/A
1.11.1.7,659637,12628703
1.11.1.7,743147,26375307
1.11.1.7,743175,N/A
1.11.1.7,658234,15493874
1.11.1.7,698048,18929642
1.11.1.7,658137,12693977
1.11.1.7,658573,N/A
1.11.1.7,725507,22187429
1.11.1.7,696482,18439429
1.11.1.7,696500,19334781
1.11.1.7,671853,16396635
1.11.1.7,659307,12514184
1.11.1.7,701107,19827095
1.11.1.7,685671,17284853
1.11.1.7,742140,25335829
1.11.1.7,676949,15802233
1.11.1.7,685761,17973090
1.11.1.7,700684,19833360
1.11.1.7,742917,26666777
1.11.1.7,666061,16246366
1.11.1.7,671394,16632882
1.11.1.8,658139,15000688
1.11.1.8,684414,18492479
1.11.1.9,673152,N/A
1.11.1.9,742715,N/A
1.11.1.9,685492,18163571
1.11.1.9,687123,18373941
1.11.1.B2,658904,N/A
1.11.1.B6,674915,15747134
1.11.1.B6,741689,25261522
1.11.2.1,724881,23608506
1.11.2.1,741838,N/A
1.11.2.1,763973,34288703
1.11.2.1,763786,34540338
1.11.2.1,723912,21988939
1.11.2.1,742286,26677801
1.11.2.1,741683,24682297
1.11.2.1,710955,17410351
