EC,LITERATURE,PubMedID
3.4.22.38,30353,8647860
3.4.22.38,30365,8567669
3.4.22.38,717214,20450492
3.4.22.38,731278,25279554
3.4.22.38,698653,18664521
3.4.22.38,685578,17544269
3.4.22.38,717867,21193413
3.4.22.39,650032,11683632
3.4.22.40,753009,29730026
3.4.22.41,649185,12454497
3.4.22.41,137262,9822672
3.4.22.43,667305,15369827
3.4.22.43,732867,22100277
3.4.22.43,669257,15192101
3.4.22.44,137278,10850655
3.4.22.44,137277,8661434
3.4.22.44,137276,8955037
3.4.22.44,137279,7793070
3.4.22.44,718366,20862670
3.4.22.44,718449,22099968
3.4.22.47,638851,11544223
3.4.22.48,717294,21802486
3.4.22.48,643963,N/A
3.4.22.48,683202,17261086
3.4.22.50,638872,8590630
3.4.22.51,638883,11737212
3.4.22.51,668458,15009216
3.4.22.51,638885,11726662
3.4.22.51,638876,11606223
3.4.22.51,752781,29336553
3.4.22.51,638881,8454586
3.4.22.51,679892,16734782
3.4.22.51,667653,15723522
3.4.22.51,638878,2407295
3.4.22.52,708257,20166953
3.4.22.53,644046,11854033
3.4.22.53,708960,20123702
3.4.22.55,717846,21828056
3.4.22.56,647424,10381624
3.4.22.56,669888,16781734
3.4.22.56,669881,16787777
3.4.22.56,755119,27168077
3.4.22.57,647424,10381624
3.4.22.57,647635,9054418
3.4.22.57,647724,9578463
3.4.22.58,647424,10381624
3.4.22.59,755524,30940883
3.4.22.59,707434,19694615
3.4.22.59,754186,30420425
3.4.22.59,732072,22891250
3.4.22.6,30257,3513753
3.4.22.6,30252,3919769
3.4.22.6,695547,18814838
3.4.22.60,752358,27032039
3.4.22.60,669888,16781734
3.4.22.60,647669,12824163
3.4.22.60,647424,10381624
3.4.22.60,710479,19782754
3.4.22.60,732814,22451931
3.4.22.60,752776,28863261
3.4.22.61,647424,10381624
3.4.22.61,663939,15209560
3.4.22.62,647424,10381624
3.4.22.65,647749,10848897
3.4.22.69,668633,16647061
3.4.22.69,690620,18275836
3.4.22.69,717308,21087086
3.4.22.69,691145,14561748
3.4.22.69,765793,35079088
3.4.22.69,764084,33454058
3.4.22.69,691242,18845442
3.4.22.69,755253,27799534
3.4.22.69,678512,16895476
3.4.22.69,707802,20041855
3.4.22.69,678335,18237196
3.4.22.69,755419,26879383
3.4.22.69,707753,20371333
3.4.22.69,678590,17046271
3.4.22.7,695296,19204833
3.4.22.7,81573,6988008
3.4.22.70,665561,15247224
3.4.22.70,664024,14769030
3.4.22.70,663613,14769334
3.4.22.70,680902,18375951
3.4.22.70,731266,N/A
3.4.22.70,677526,17107653
3.4.22.70,678296,17518446
3.4.22.70,709123,20489200
3.4.22.8,709851,19850615
3.4.22.8,81588,5126938
3.4.22.8,81582,762145
3.4.22.8,81584,927173
3.4.22.8,81595,8192862
3.4.22.8,718358,20940055
3.4.22.B49,647701,8033913
3.4.22.B49,680930,18160404
3.4.22.B49,700195,18296439
3.4.22.B5,694069,18639590
3.4.22.B5,668462,15355348
3.4.22.B5,668458,15009216
3.4.22.B5,638876,11606223
3.4.22.B5,647700,10749667
3.4.22.B5,647694,11463460
3.4.22.B5,647696,11356516
3.4.22.B50,667619,16042412
3.4.22.B50,752517,30138642
3.4.22.B50,732725,23671614
3.4.22.B50,731069,24531491
3.4.22.B6,752893,29924726
3.4.22.B6,647655,10229665
3.4.22.B6,679598,18281598
3.4.22.B60,647701,8033913
3.4.22.B60,680930,18160404
3.4.22.B60,700195,18296439
3.4.22.B60,695026,11206078
3.4.22.B60,718252,21483711
3.4.22.B61,717293,21167899
3.4.22.B61,695026,11206078
3.4.22.B61,731372,22285967
3.4.22.B62,694073,19383516
3.4.22.B62,718252,21483711
3.4.22.B62,732674,23875031
3.4.22.B63,732709,23145064
3.4.22.B65,695850,15680921
3.4.22.B70,682081,17099698
3.4.22.B71,682080,17099700
3.4.22.B79,755412,26597768
3.4.22.B79,752809,27984114
3.4.22.B79,701065,19013248
3.4.22.B8,754120,26385924
3.4.22.B80,755817,29289665
3.4.22.B80,757648,27203180
3.4.23.1,755425,27029611
3.4.23.1,753464,N/A
3.4.23.1,708952,19819898
3.4.23.1,753632,30064809
3.4.23.1,36738,5340947
3.4.23.1,717514,21167955
3.4.23.1,717613,21140210
3.4.23.1,679335,17493857
3.4.23.1,753325,25608034
3.4.23.1,679555,N/A
3.4.23.1,753326,26627128
3.4.23.1,653827,11106168
3.4.23.1,668748,14693908
3.4.23.1,649688,10861225
3.4.23.1,711286,19715777
3.4.23.1,717595,21749650
3.4.23.1,36758,15546
3.4.23.1,679796,17976195
3.4.23.15,95787,718949
3.4.23.15,754182,30563843
3.4.23.15,95751,3280035
3.4.23.15,95773,7042710
3.4.23.15,753084,27052373
3.4.23.16,648156,8943273
3.4.23.16,648151,11802730
3.4.23.16,699546,18597780
3.4.23.16,648164,11598128
3.4.23.16,648136,8068616
3.4.23.16,648142,9315877
3.4.23.16,718370,22238126
3.4.23.16,648153,10429209
3.4.23.16,648169,10467100
3.4.23.16,648159,9188447
3.4.23.16,"648142,648148","9315877,9561198"
3.4.23.16,666063,16277992
3.4.23.16,666016,15066436
3.4.23.16,678346,18092815
3.4.23.16,681460,17977555
3.4.23.16,648138,9753473
3.4.23.16,648171,9521105
3.4.23.16,"648142,648148,648171","9315877,9561198,9521105"
3.4.23.16,"648142,648171","9315877,9521105"
3.4.23.16,"648142,648171","9315877,9521105"
3.4.23.16,648148,9561198
3.4.23.16,"648142,648148","9315877,9561198"
3.4.23.16,"648142,648148","9315877,9561198"
3.4.23.16,"648142,648148","9315877,9561198"
3.4.23.16,"648142,648148","9315877,9561198"
3.4.23.18,30566,4581238
3.4.23.18,30567,239702
3.4.23.19,649271,9561240
3.4.23.2,95816,N/A
3.4.23.2,679335,17493857
3.4.23.2,685069,17128981
3.4.23.20,653829,10850809
3.4.23.20,30599,6424704
3.4.23.20,30589,3541904
3.4.23.20,30588,3284578
3.4.23.20,30585,1012008
3.4.23.20,668813,N/A
3.4.23.21,650516,11352473
3.4.23.21,668787,N/A
3.4.23.21,653719,10419816
3.4.23.23,743030,27165660
3.4.23.23,30589,3541904
3.4.23.24,707611,19166319
3.4.23.24,667864,16201875
3.4.23.25,651749,9644256
3.4.23.25,687670,17145748
3.4.23.3,36856,383072
3.4.23.3,"36856,36857","383072,38772"
3.4.23.3,36857,38772
3.4.23.3,"36856,36857","383072,38772"
3.4.23.3,36852,3937752
3.4.23.32,709118,20442413
3.4.23.32,685437,16895471
3.4.23.34,651797,12204120
3.4.23.34,667861,15843176
3.4.23.34,669151,16272574
3.4.23.34,717271,20600629
3.4.23.34,30798,7545776
3.4.23.34,"30790,30798","1599425,7545776"
3.4.23.34,30790,1599425
3.4.23.34,30784,2917642
3.4.23.34,30802,7789521
3.4.23.34,30796,8325357
3.4.23.34,670765,15294281
3.4.23.38,648187,12189138
3.4.23.38,696329,19271776
3.4.23.38,"648189,648190","9561249,9119023"
3.4.23.38,648188,10431809
3.4.23.38,"648189,648190","9561249,9119023"
3.4.23.39,669426,15574427
3.4.23.39,648187,12189138
3.4.23.39,648206,10548045
3.4.23.39,648193,7925966
3.4.23.39,648189,9561249
3.4.23.39,710468,19910416
3.4.23.39,648188,10431809
3.4.23.39,696871,18471091
3.4.23.39,648190,9119023
3.4.23.39,"648189,648193","9561249,7925966"
3.4.23.4,667763,16545070
3.4.23.4,708952,19819898
3.4.23.4,667593,15568804
3.4.23.4,667435,16488399
3.4.23.40,752567,28770303
3.4.23.40,669314,15677463
3.4.23.40,670515,15649509
3.4.23.40,733764,8654427
3.4.23.43,668803,N/A
3.4.23.46,670756,15003250
3.4.23.46,678539,18177262
3.4.23.46,696525,18979630
3.4.23.47,644063,8106448
3.4.23.47,644059,2015912
3.4.23.47,718370,22238126
3.4.23.47,710496,19798742
3.4.23.47,679179,18312292
3.4.23.47,644060,8505318
3.4.23.47,644066,9725622
3.4.23.48,709237,19725923
3.4.23.48,668759,N/A
3.4.23.49,650046,11327829
3.4.23.49,742551,28193432
3.4.23.49,752490,28940795
3.4.23.49,650667,12241547
3.4.23.49,650633,11866094
3.4.23.49,651090,10651827
3.4.23.49,663249,15867160
3.4.23.49,683608,17085556
3.4.23.5,667861,15843176
3.4.23.5,650345,11341921
3.4.23.5,653027,11131147
3.4.23.5,678539,18177262
3.4.23.5,36914,8204591
3.4.23.5,36947,N/A
3.4.23.5,36909,3202970
3.4.23.5,36916,6869796
3.4.23.50,646018,11278433
3.4.23.50,646017,9860826
3.4.23.B10,647778,9032340
3.4.23.B10,647771,9521772
3.4.23.B10,647772,8631853
3.4.23.B10,647777,8157644
3.4.23.B10,647776,1315755
3.4.23.B11,647784,10622733
3.4.23.B11,684018,16799151
3.4.23.B13,647796,1547777
3.4.23.B13,647790,2026269
3.4.23.B13,647797,1812751
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B13,"647796,647797","1547777,1812751"
3.4.23.B14,647800,11904142
3.4.23.B14,670180,15287591
3.4.23.B14,755107,26510189
3.4.23.B19,754874,26214367
3.4.23.B19,754670,26795263
3.4.23.B19,754669,25986559
3.4.23.B19,754673,31108131
3.4.23.B2,647814,1883829
3.4.23.B24,733343,24228759
3.4.23.B3,647827,8384879
3.4.23.B3,647821,8917470
3.4.23.B4,647836,10775609
3.4.23.B4,647833,12767979
3.4.23.B4,647834,11533208
3.4.23.B4,668799,N/A
3.4.23.B5,647847,8372434
3.4.23.B5,669690,16603535
3.4.23.B5,647846,8207003
3.4.23.B5,717598,21951660
3.4.23.B5,647845,7493942
3.4.23.B5,668798,N/A
3.4.23.B5,"647845,647846,647847","7493942,8207003,8372434"
3.4.23.B6,646011,7797487
3.4.23.B6,693612,14568536
3.4.23.B6,670079,16140733
3.4.23.B8,647861,12020138
3.4.23.B8,733121,22436331
3.4.23.B8,717390,20593478
3.4.23.B8,647851,9860866
3.4.23.B8,647855,12584357
3.4.23.B8,647858,9525666
3.4.23.B8,667390,15303275
3.4.23.B8,647862,12770819
3.4.23.B8,647854,11012683
3.4.23.B8,718025,21574213
3.4.23.B8,647849,1959638
3.4.23.B9,647867,10719169
3.4.23.B9,681171,17554040
3.4.24.11,81637,8806762
3.4.24.11,735116,25089527
3.4.24.11,667485,15283675
3.4.24.11,81641,7028098
3.4.24.11,81622,3522576
3.4.24.11,31020,2461706
3.4.24.11,81638,8489505
3.4.24.11,81626,9247159
3.4.24.11,81619,3548727
3.4.24.11,81606,2736261
3.4.24.11,81635,6349615
3.4.24.11,81639,7049171
3.4.24.11,81632,6149747
3.4.24.12,36984,1012003
3.4.24.12,36983,20058
3.4.24.12,36974,2925668
3.4.24.14,37048,8157670
3.4.24.14,37035,2500439
3.4.24.15,697880,18959747
3.4.24.15,650056,11284698
3.4.24.15,649309,11355859
3.4.24.15,651130,12199711
3.4.24.15,683138,17313369
3.4.24.15,667499,15647004
3.4.24.15,651326,12804780
3.4.24.15,707401,20226173
3.4.24.15,37059,2803255
3.4.24.15,37067,6349998
3.4.24.15,683672,17251185
3.4.24.16,701042,18499680
3.4.24.16,37085,7836437
3.4.24.16,650056,11284698
3.4.24.16,649309,11355859
3.4.24.16,651130,12199711
3.4.24.16,683138,17313369
3.4.24.16,683672,17251185
3.4.24.16,37078,7730308
3.4.24.17,31015,8063713
3.4.24.17,"31015,31017","8063713,7674937"
3.4.24.17,31017,7674937
3.4.24.17,31012,2845958
3.4.24.17,31010,1581308
3.4.24.17,650279,9101722
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,685446,17976009
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,"31028,31031","8161197,7674930"
3.4.24.18,650462,12437103
3.4.24.18,652104,11278902
3.4.24.18,652469,12888571
3.4.24.18,752474,30098994
3.4.24.19,669352,15834133
3.4.24.19,753365,27872885
3.4.24.20,651750,9644258
3.4.24.20,754029,26572161
3.4.24.21,31028,8161197
3.4.24.21,718092,20670659
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.21,"31054,31062","2261483,7674929"
3.4.24.22,31017,7674937
3.4.24.23,717745,21593056
3.4.24.23,31080,7503560
3.4.24.23,649827,9398337
3.4.24.23,31070,8390857
3.4.24.24,653757,12509986
3.4.24.24,31101,7718575
3.4.24.24,652390,12642591
3.4.24.24,683134,17087661
3.4.24.24,31070,8390857
3.4.24.24,651872,9368077
3.4.24.24,652384,12591933
3.4.24.24,652333,11694539
3.4.24.24,31094,7890717
3.4.24.24,31092,7544295
3.4.24.25,31111,7000005
3.4.24.25,31112,2276
3.4.24.25,31110,3123480
3.4.24.26,"31113,31116","6767718,7674924"
3.4.24.26,663749,3142360
3.4.24.26,754211,30837358
3.4.24.26,31113,6767718
3.4.24.26,31115,N/A
3.4.24.26,663610,8660569
3.4.24.26,677537,17553454
3.4.24.26,664238,2495818
3.4.24.27,711393,19720529
3.4.24.27,752374,31458650
3.4.24.27,31138,687598
3.4.24.27,31125,8204585
3.4.24.27,650280,9003446
3.4.24.27,711866,N/A
3.4.24.27,649825,9374873
3.4.24.27,651252,9827548
3.4.24.27,734411,N/A
3.4.24.27,31121,N/A
3.4.24.27,31122,N/A
3.4.24.27,717113,22139731
3.4.24.27,717396,21150094
3.4.24.27,669140,15115781
3.4.24.27,683614,17405799
3.4.24.27,683182,17869197
3.4.24.27,712532,20214932
3.4.24.27,670784,16169746
3.4.24.27,683276,17875473
3.4.24.27,734109,22648563
3.4.24.28,650655,N/A
3.4.24.28,717233,21166648
3.4.24.28,669317,15677446
3.4.24.3,696539,18937627
3.4.24.34,652003,10749856
3.4.24.34,650580,11023917
3.4.24.34,652271,11953425
3.4.24.34,31208,3038863
3.4.24.35,652033,10644727
3.4.24.35,652132,11279151
3.4.24.35,31092,7544295
3.4.24.36,717290,20678540
3.4.24.37,31230,3886641
3.4.24.39,650647,12728984
3.4.24.40,742719,19746980
3.4.24.40,650288,9748654
3.4.24.40,734494,N/A
3.4.24.40,668081,16221305
3.4.24.40,756628,N/A
3.4.24.41,31260,3060135
3.4.24.44,31276,6351911
3.4.24.55,31307,7674955
3.4.24.55,668004,15502359
3.4.24.55,667795,15866516
3.4.24.55,31306,7680857
3.4.24.56,755338,29383861
3.4.24.56,720249,21185309
3.4.24.56,752782,30004674
3.4.24.56,752656,26343304
3.4.24.56,669330,15749695
3.4.24.56,719919,21343292
3.4.24.56,720814,20300529
3.4.24.56,720045,22049080
3.4.24.56,752772,27982586
3.4.24.56,683150,17154546
3.4.24.56,709071,19808678
3.4.24.56,734728,22986058
3.4.24.56,683651,17613531
3.4.24.56,667669,15850385
3.4.24.56,699563,19073193
3.4.24.56,753039,30305381
3.4.24.56,710486,20082125
3.4.24.56,719995,21098034
3.4.24.59,753580,26082885
3.4.24.61,650203,12590613
3.4.24.61,652006,10764809
3.4.24.63,755294,26256061
3.4.24.63,734193,22879596
3.4.24.63,717075,21795642
3.4.24.63,652469,12888571
3.4.24.63,650462,12437103
3.4.24.63,652104,11278902
3.4.24.63,752474,30098994
3.4.24.64,753580,26082885
3.4.24.64,651908,9829990
3.4.24.65,752886,26760307
3.4.24.65,717261,21967233
3.4.24.69,711394,19747823
3.4.24.69,710928,19429547
3.4.24.69,651249,9755859
3.4.24.69,683185,17189717
3.4.24.69,720811,20877571
3.4.24.69,649916,10956050
3.4.24.69,734225,23779108
3.4.24.69,683671,17244603
3.4.24.69,684033,18213512
3.4.24.69,752595,28137423
3.4.24.69,755325,29030733
3.4.24.69,653019,9055204
3.4.24.69,667683,15938619
3.4.24.69,670759,14766304
3.4.24.69,718780,21029044
3.4.24.69,735208,25858313
3.4.24.69,755504,29540745
3.4.24.69,734232,23963459
3.4.24.69,755607,30071628
3.4.24.69,754993,29688327
3.4.24.69,755418,26794648
3.4.24.7,95825,3002449
3.4.24.7,654919,12437092
3.4.24.7,95835,1311165
3.4.24.7,717876,20549272
3.4.24.7,654602,11341845
3.4.24.7,95832,3032960
3.4.24.7,709789,19398000
3.4.24.70,707285,20513640
3.4.24.71,649414,9808768
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.72,"668337,670960","15578961,15882884"
3.4.24.73,668306,15313443
3.4.24.77,667309,15639229
3.4.24.79,683161,17249697
3.4.24.80,753242,30480376
3.4.24.80,717876,20549272
3.4.24.80,753019,26636948
3.4.24.80,638812,12004057
3.4.24.80,681426,17379243
3.4.24.81,734195,22927435
3.4.24.82,680792,17470431
3.4.24.82,680769,17095512
3.4.24.83,754345,29407865
3.4.24.83,734422,25042732
3.4.24.83,712372,19359249
3.4.24.86,734223,23779109
3.4.24.86,734195,22927435
3.4.24.87,712070,19969076
3.4.24.87,711560,19047683
3.4.24.87,711565,19541819
3.4.24.87,682523,17121983
3.4.24.87,669457,16221672
3.4.24.87,719160,20647566
3.4.24.87,711564,19234142
3.4.24.87,735183,25512499
3.4.24.87,711574,20075158
3.4.24.89,754181,31182482
3.4.24.89,728302,N/A
3.4.24.89,754163,29794027
3.4.24.B10,678344,18081311
3.4.24.B14,690798,11964170
3.4.24.B14,669280,15294904
3.4.24.B14,667419,16081046
3.4.24.B15,649754,12678920
3.4.24.B16,677537,17553454
3.4.24.B16,667183,15113701
3.4.24.B17,650184,12962509
3.4.24.B17,651768,10788805
3.4.24.B17,670041,15037246
3.4.24.B2,734466,25791847
3.4.24.B28,752471,27637923
3.4.24.B3,649860,10508422
3.4.24.B3,652423,12738779
3.4.24.B39,731371,19013210
3.4.24.B4,733232,24574219
3.4.24.B6,733390,23201201
3.4.24.B6,684767,18336793
3.4.25.1,752469,26314791
3.4.25.1,754398,29806773
3.4.25.1,652378,12600991
3.4.25.1,650467,12437115
3.4.25.1,653723,10686146
3.4.25.2,666429,15696175
3.4.25.2,666173,15037245
3.4.99.B2,698647,16452307
3.4.99.B2,754032,29490036
3.5.1.1,657311,11106175
3.5.1.1,734479,24768817
3.5.1.1,731313,24669941
3.5.1.1,655078,15032742
3.5.1.1,734492,N/A
3.5.1.1,686454,N/A
3.5.1.1,669561,16984804
3.5.1.1,741679,24362429
3.5.1.1,720973,22226870
3.5.1.1,754219,31326332
3.5.1.1,734465,24861344
3.5.1.1,735004,25664771
3.5.1.1,755075,25664771
3.5.1.1,719439,22166247
3.5.1.1,696012,18983825
3.5.1.1,755280,N/A
3.5.1.1,733138,25224912
3.5.1.1,734284,25320094
3.5.1.1,754421,26142822
3.5.1.1,753459,27542748
3.5.1.1,755459,29101342
3.5.1.1,755467,28139703
3.5.1.1,720213,22450783
3.5.1.1,720205,N/A
3.5.1.1,699399,19200159
3.5.1.1,755447,27824095
3.5.1.1,754438,N/A
3.5.1.1,728290,24870616
3.5.1.1,733171,24362429
3.5.1.1,734102,24442710
3.5.1.1,735144,24905227
3.5.1.1,753840,29307802
3.5.1.103,696764,20304659
3.5.1.103,701051,16630724
3.5.1.103,720006,22315231
3.5.1.103,752756,26024468
3.5.1.103,719933,21507949
3.5.1.104,752966,29983281
3.5.1.104,718801,21501597
3.5.1.104,689736,16221761
3.5.1.104,730006,22277649
3.5.1.104,733581,24975018
3.5.1.105,733875,25479092
3.5.1.105,753032,27832730
3.5.1.107,718939,22214383
3.5.1.108,718865,20136146
3.5.1.108,698731,15705580
3.5.1.108,696210,17176046
3.5.1.108,696193,10026271
3.5.1.108,699038,20019290
3.5.1.108,695538,11237337
3.5.1.11,653284,N/A
3.5.1.11,650679,N/A
3.5.1.11,649527,N/A
3.5.1.11,687868,17289203
3.5.1.11,712529,19932137
3.5.1.11,753861,31381925
3.5.1.11,668439,N/A
3.5.1.11,711692,N/A
3.5.1.11,668459,15153118
3.5.1.11,171891,7011386
3.5.1.11,712778,N/A
3.5.1.11,733557,24338159
3.5.1.11,650681,N/A
3.5.1.11,667754,15627395
3.5.1.11,667246,15128530
3.5.1.11,687881,17933411
3.5.1.11,668051,15604805
3.5.1.11,"650678,650681",N/A
3.5.1.11,650678,N/A
3.5.1.11,651166,14622260
3.5.1.11,650570,N/A
3.5.1.11,684562,17586674
3.5.1.11,752541,25501472
3.5.1.11,733165,23263966
3.5.1.11,686435,N/A
3.5.1.11,753451,30243389
3.5.1.111,721018,21288482
3.5.1.114,723787,22819785
3.5.1.114,754228,29290764
3.5.1.115,735129,25514023
3.5.1.115,724260,10978158
3.5.1.115,724263,14556638
3.5.1.116,734481,25020232
3.5.1.116,728526,23940254
3.5.1.116,734179,22493446
3.5.1.117,720046,22187439
3.5.1.117,720078,22867796
3.5.1.124,755138,28235098
3.5.1.124,740735,25416785
3.5.1.126,739798,27303801
3.5.1.128,746322,28373563
3.5.1.128,752728,30692244
3.5.1.129,749919,29023101
3.5.1.13,718672,22101784
3.5.1.13,720273,N/A
3.5.1.13,696876,18942140
3.5.1.13,697902,19292875
3.5.1.13,667928,16504521
3.5.1.131,745382,29523689
3.5.1.135,758354,31964920
3.5.1.137,763289,19770008
3.5.1.137,763039,14612234
3.5.1.137,762961,34416635
3.5.1.137,763335,30216972
3.5.1.137,762644,29079626
3.5.1.137,763336,32835992
3.5.1.137,762960,31759739
3.5.1.137,762975,27312345
3.5.1.137,762651,33097501
3.5.1.14,719017,22349737
3.5.1.14,678343,18341290
3.5.1.14,678500,18222180
3.5.1.14,713420,20921362
3.5.1.14,721329,11157230
3.5.1.14,679801,18248457
3.5.1.14,667685,15938642
3.5.1.14,720085,21827797
3.5.1.14,680973,17129628
3.5.1.14,667640,16313167
3.5.1.15,755390,N/A
3.5.1.15,679264,18280251
3.5.1.15,667727,16669630
3.5.1.15,668640,17027983
3.5.1.16,720166,22459917
3.5.1.16,687815,17333302
3.5.1.16,669046,16201833
3.5.1.16,755033,28064246
3.5.1.18,712756,20138056
3.5.1.18,246565,9671518
3.5.1.18,735140,24806882
3.5.1.18,755424,26976706
3.5.1.18,755172,29698518
3.5.1.18,712506,18712420
3.5.1.18,669532,16421726
3.5.1.19,735084,23451075
3.5.1.19,718924,22229411
3.5.1.19,755150,28750065
3.5.1.19,753679,28018295
3.5.1.19,718859,20979384
3.5.1.19,718885,20879713
3.5.1.19,682376,17335512
3.5.1.19,754017,28630126
3.5.1.19,729184,24512664
3.5.1.19,727053,24512664
3.5.1.2,711316,19596042
3.5.1.2,209024,N/A
3.5.1.2,733187,23339014
3.5.1.2,755075,25664771
3.5.1.2,733133,23873638
3.5.1.2,687847,17116585
3.5.1.2,718889,22049910
3.5.1.2,696266,18459799
3.5.1.2,668534,15290324
3.5.1.23,664589,11934399
3.5.1.23,754889,28329765
3.5.1.23,755558,26190575
3.5.1.24,733164,23064348
3.5.1.24,734499,N/A
3.5.1.24,755276,N/A
3.5.1.24,669499,16905539
3.5.1.24,734498,N/A
3.5.1.24,697838,19142574
3.5.1.24,710913,19669939
3.5.1.25,678301,17567047
3.5.1.25,754179,29728457
3.5.1.25,246597,9143339
3.5.1.25,678302,17567048
3.5.1.25,753578,30411345
3.5.1.25,246600,10804240
3.5.1.25,"246595,246600","8987551,10804240"
3.5.1.25,"246595,246600","8987551,10804240"
3.5.1.25,"246595,246600","8987551,10804240"
3.5.1.26,681417,17157318
3.5.1.26,755339,30901125
3.5.1.28,712241,19496566
3.5.1.28,696039,19284999
3.5.1.29,685255,18476725
3.5.1.29,172028,3972793
3.5.1.29,699701,18635903
3.5.1.3,711316,19596042
3.5.1.3,755020,24837359
3.5.1.32,670749,16303789
3.5.1.36,209087,5470822
3.5.1.38,753129,26691453
3.5.1.4,719432,11453462
3.5.1.4,209121,237757
3.5.1.4,724144,16243781
3.5.1.4,711039,19478917
3.5.1.4,733190,24752846
3.5.1.4,209123,110589
3.5.1.4,699491,18388476
3.5.1.4,209107,N/A
3.5.1.4,753001,29486967
3.5.1.4,711308,19819352
3.5.1.4,209122,110350
3.5.1.4,671557,17136368
3.5.1.4,684607,17347819
3.5.1.4,724942,24430467
3.5.1.4,733127,23096998
3.5.1.4,209109,10788365
3.5.1.4,724954,16156792
3.5.1.4,694992,18680459
3.5.1.4,209105,16534982
3.5.1.41,137380,8987657
3.5.1.41,137375,10913295
3.5.1.41,137374,10518926
3.5.1.41,667742,16878976
3.5.1.41,753155,28284052
3.5.1.41,654525,12775215
3.5.1.41,710916,19760058
3.5.1.41,755461,28496100
3.5.1.42,735110,24340054
3.5.1.42,733870,24530526
3.5.1.42,755141,28388636
3.5.1.42,719984,21953451
3.5.1.46,753567,27529542
3.5.1.46,"172042,172043",7262074
3.5.1.46,"172042,172043",7262074
3.5.1.46,172041,N/A
3.5.1.46,172039,8515236
3.5.1.46,"172039,172040",8515236
3.5.1.48,754843,28516954
3.5.1.49,209145,N/A
3.5.1.5,209179,10913264
3.5.1.5,712785,N/A
3.5.1.54,667267,16597948
3.5.1.54,669098,15901697
3.5.1.54,733342,23282241
3.5.1.54,746393,27452902
3.5.1.6,695782,19011069
3.5.1.6,752722,29976570
3.5.1.6,720104,21515096
3.5.1.6,687655,17916556
3.5.1.6,656700,10989448
3.5.1.61,754484,31368041
3.5.1.66,172028,3972793
3.5.1.70,684562,17586674
3.5.1.77,669884,16650857
3.5.1.77,684966,17121498
3.5.1.77,718663,21360152
3.5.1.77,657225,12364584
3.5.1.78,969,7775463
3.5.1.79,31906,N/A
3.5.1.81,720103,21546325
3.5.1.81,31922,1368943
3.5.1.81,654985,10705441
3.5.1.81,656205,14736882
3.5.1.81,735200,N/A
3.5.1.81,734334,22721690
3.5.1.84,746233,9425231
3.5.1.84,718459,N/A
3.5.1.86,680440,12670968
3.5.1.86,288943,N/A
3.5.1.86,694955,19074156
3.5.1.86,755893,28129982
3.5.1.87,711551,20730754
3.5.1.87,707251,19830420
3.5.1.87,288948,10194852
3.5.1.88,654721,12924944
3.5.1.88,699575,19236878
